Day,MSE_mu,Accuracy
Day 0,0.029655147504721494,0.68
Day 1,0.023670744451671798,0.6
Day 2,0.01743410858910658,0.82
Day 3,0.01294705598208191,0.78
Day 4,0.010952795016384081,0.76
Day 5,0.00952922422438166,0.9
Day 6,0.010829039245417983,0.86
Day 7,0.012355050391901573,0.74
Day 8,0.009184695289346638,0.66
Day 9,0.00855369761997571,0.74
Day 10,0.007808814921384581,0.88
Day 11,0.009480982274331858,0.84
Day 12,0.010265029787617409,0.74
Day 13,0.008334909724464046,0.88
Day 14,0.007606563080536595,0.84
Day 15,0.005176364396238823,0.88
Day 16,0.006082683578379806,0.92
Day 17,0.005849895446825002,0.82
Day 18,0.004444858609609372,0.88
Day 19,0.005162612016738746,0.94
