Day,MSE_mu,Accuracy
Day 0,0.02592092048443514,0.88
Day 1,0.015878145946648204,0.8
Day 2,0.013874395946950417,0.78
Day 3,0.010990364188937169,0.86
Day 4,0.012663532621986438,0.84
Day 5,0.01088422297623863,0.74
Day 6,0.010620930230652892,0.8
Day 7,0.007250173225859212,0.84
Day 8,0.006896550721744246,0.82
Day 9,0.010064887369828739,0.82
Day 10,0.010369962542641303,0.74
Day 11,0.006439897912763972,0.86
Day 12,0.004649701910462286,0.82
Day 13,0.0077675962491849946,0.8
Day 14,0.004928152742787534,0.82
Day 15,0.0052769311345325365,0.78
Day 16,0.00788129361402577,0.78
Day 17,0.005681048359627378,0.88
Day 18,0.006778640240049791,0.82
Day 19,0.005735765200851996,0.78
