Day,MSE_mu,Accuracy
Day 0,0.03456002224844438,0.68
Day 1,0.024557904951058133,0.78
Day 2,0.0159131239249117,0.7
Day 3,0.015371517848784603,0.78
Day 4,0.009006551485514984,0.9
Day 5,0.007518242509284988,0.88
Day 6,0.009531501522573,0.8
Day 7,0.01106014159852716,0.8
Day 8,0.012515143947513165,0.76
Day 9,0.011080293575240641,0.7
Day 10,0.01065905025067243,0.72
Day 11,0.009563896008671783,0.9
Day 12,0.006196352376457001,0.74
Day 13,0.00639040022505024,0.74
Day 14,0.006437301379582784,0.8
Day 15,0.005286296245973431,0.88
Day 16,0.004635354595168892,0.9
Day 17,0.0059090308830687995,0.88
Day 18,0.005355374836719842,0.78
Day 19,0.0043848176653071775,0.84
