Day,MSE_mu,Accuracy
Day 0,0.026459432993778807,0.74
Day 1,0.019866888961283677,0.7
Day 2,0.009782883040946705,0.86
Day 3,0.01363136591637765,0.74
Day 4,0.007606171288022858,0.78
Day 5,0.011679947423614697,0.78
Day 6,0.008956980639593852,0.84
Day 7,0.011769806469515158,0.58
Day 8,0.008184722720388882,0.76
Day 9,0.01098314529627117,0.76
Day 10,0.010639454636840524,0.86
Day 11,0.008676756366456534,0.78
Day 12,0.006450328872929812,0.76
Day 13,0.007031106332035889,0.9
Day 14,0.008241155863937848,0.82
Day 15,0.008238283807253723,0.8
Day 16,0.00673231310102558,0.68
Day 17,0.008543343520843658,0.82
Day 18,0.006290666084578608,0.76
Day 19,0.009423056036232275,0.86
