Day,MSE_mu,Accuracy
Day 0,0.01583364892224906,0.88
Day 1,0.016410838032165507,0.88
Day 2,0.012465252343465153,0.8
Day 3,0.013274273599214433,0.72
Day 4,0.009545240739234007,0.72
Day 5,0.009313080458511813,0.86
Day 6,0.008698768872091468,0.8
Day 7,0.006000435233429152,0.94
Day 8,0.009306396978880244,0.92
Day 9,0.007788193353921835,0.84
Day 10,0.0073338469377073005,0.78
Day 11,0.005875935826102198,0.84
Day 12,0.005411704130820317,0.9
Day 13,0.0052418077068440184,0.82
Day 14,0.006147379357572567,0.72
Day 15,0.0038408835762632075,0.88
Day 16,0.00437202878705423,0.9
Day 17,0.0042122863891492935,0.82
Day 18,0.0047187223080277655,0.9
Day 19,0.00427199207881573,0.82
