Day,MSE_mu,Accuracy
Day 0,0.02653093274203137,0.74
Day 1,0.017123727978583567,0.66
Day 2,0.010269473659063692,0.9
Day 3,0.018377006447854262,0.74
Day 4,0.009282474742282252,0.8
Day 5,0.010473682847015595,0.78
Day 6,0.010485153206243774,0.8
Day 7,0.008237302942138222,0.78
Day 8,0.008513814424017017,0.72
Day 9,0.007757540768186905,0.78
Day 10,0.006409212267472474,0.78
Day 11,0.007244744665151666,0.86
Day 12,0.005144446729483337,0.84
Day 13,0.00766344073967744,0.88
Day 14,0.005614367802617248,0.84
Day 15,0.006893664647494958,0.88
Day 16,0.007114065841314062,0.9
Day 17,0.005027307687717823,0.84
Day 18,0.005302015419788337,0.82
Day 19,0.005261262766205387,0.9
