Day,MSE_mu,Accuracy
Day 0,0.024570621710620074,0.8
Day 1,0.015300989967953352,0.76
Day 2,0.012127129260589337,0.76
Day 3,0.022099655937632016,0.5
Day 4,0.013705460824275154,0.74
Day 5,0.012404926167953804,0.66
Day 6,0.012204386374014957,0.8
Day 7,0.010148224362429363,0.74
Day 8,0.00971740048448685,0.8
Day 9,0.00931895927571687,0.8
Day 10,0.010471475310537125,0.76
Day 11,0.006154606694405891,0.66
Day 12,0.00776513317475178,0.8
Day 13,0.008230822788218094,0.66
Day 14,0.005294718577700918,0.86
Day 15,0.0077501787376356894,0.88
Day 16,0.007353358847338505,0.82
Day 17,0.004961031689943379,0.86
Day 18,0.006896669847088184,0.88
Day 19,0.006203539248983525,0.7
