Day,MSE_mu,Accuracy
Day 0,0.03251619192369436,0.64
Day 1,0.010213754922370323,0.72
Day 2,0.019369375319253916,0.82
Day 3,0.011796185694975495,0.84
Day 4,0.010239647794242525,0.78
Day 5,0.011380492856656606,0.8
Day 6,0.011557676208751968,0.76
Day 7,0.008431838507305927,0.78
Day 8,0.01372043082896155,0.68
Day 9,0.008179392474874555,0.8
Day 10,0.010774651810885218,0.58
Day 11,0.00962117441440275,0.72
Day 12,0.005860965175106388,0.86
Day 13,0.006866467058554634,0.8
Day 14,0.007190876585286438,0.72
Day 15,0.0065364365371258755,0.88
Day 16,0.01118947989190028,0.74
Day 17,0.006917083789406147,0.76
Day 18,0.007442924954171709,0.88
Day 19,0.005543707867566238,0.74
