Day,MSE_mu,Accuracy
Day 0,0.04528528927156822,0.62
Day 1,0.01955836992463386,0.8
Day 2,0.017729510245977024,0.72
Day 3,0.02353323030728317,0.58
Day 4,0.01966180820322989,0.66
Day 5,0.015923751290971833,0.72
Day 6,0.017909101042152327,0.66
Day 7,0.014600101259298904,0.7
Day 8,0.013404720670884543,0.68
Day 9,0.015932997823988326,0.68
Day 10,0.01844409880449075,0.68
Day 11,0.01933247147775203,0.64
Day 12,0.013955080987664271,0.72
Day 13,0.0158512246378888,0.78
Day 14,0.018614368370322744,0.54
Day 15,0.020328725912399013,0.64
Day 16,0.014781487254264883,0.68
Day 17,0.014830116558895316,0.72
Day 18,0.01437431153047536,0.56
Day 19,0.012167696191596205,0.78
