Day,MSE_mu,Accuracy
Day 0,0.022198686828382233,0.86
Day 1,0.01293101180500383,0.88
Day 2,0.014660060567775135,0.84
Day 3,0.010635295499549453,0.84
Day 4,0.008895210168066756,0.82
Day 5,0.009959654759119963,0.78
Day 6,0.006223521380786941,0.76
Day 7,0.008460446638976523,0.8
Day 8,0.0061456362814926195,0.84
Day 9,0.008349559524044614,0.74
Day 10,0.00638692244126899,0.72
Day 11,0.007452759055354131,0.84
Day 12,0.006811812256866897,0.86
Day 13,0.005803696201874727,0.82
Day 14,0.008293452886573606,0.82
Day 15,0.00671695664876964,0.78
Day 16,0.0055730205613866955,0.84
Day 17,0.005255465697061574,0.88
Day 18,0.004392241000721874,0.78
Day 19,0.0053346138232486,0.88
