Day,MSE_mu,Accuracy
Day 0,0.01331448570318347,0.88
Day 1,0.010619420465657716,0.8
Day 2,0.008591504214223696,0.8
Day 3,0.007897259359869693,0.8
Day 4,0.007772523570514401,0.86
Day 5,0.007495689566937835,0.82
Day 6,0.005241206900481568,0.86
Day 7,0.006894423383977656,0.76
Day 8,0.00582885415870107,0.88
Day 9,0.004475552437852637,0.8
Day 10,0.004364146834853226,0.9
Day 11,0.005994126873197221,0.74
Day 12,0.006060325251042653,0.86
Day 13,0.005189421381436408,0.88
Day 14,0.0032083560971901703,0.8
Day 15,0.005215036412328912,0.82
Day 16,0.004895506949529823,0.9
Day 17,0.003755036955024234,0.76
Day 18,0.003843997376699233,0.78
Day 19,0.005253269834503103,0.82
