Day,MSE_mu,Accuracy
Day 0,0.022087840247311846,0.76
Day 1,0.01511980931902918,0.84
Day 2,0.009556263798648343,0.84
Day 3,0.011716165098773353,0.78
Day 4,0.00848507101448094,0.84
Day 5,0.0084883937842167,0.94
Day 6,0.008697113831406676,0.86
Day 7,0.007154735411802421,0.82
Day 8,0.007895207303258435,0.8
Day 9,0.009182791339409102,0.84
Day 10,0.005653170840071992,0.98
Day 11,0.005383112431025337,0.84
Day 12,0.005778656083703032,0.9
Day 13,0.007144550526615504,0.84
Day 14,0.006167505997472317,0.8
Day 15,0.004161856435717861,0.78
Day 16,0.0050186828152375285,0.88
Day 17,0.005665340815929557,0.88
Day 18,0.00401645344388508,0.88
Day 19,0.005058153682659834,0.86
