Day,MSE_mu,Accuracy
Day 0,0.022563835495283305,0.82
Day 1,0.009159638178756277,0.88
Day 2,0.007534162316705347,0.88
Day 3,0.011971354658030576,0.72
Day 4,0.010401383490532143,0.86
Day 5,0.011403199231114216,0.66
Day 6,0.0064737690468146146,0.88
Day 7,0.009210058169842104,0.82
Day 8,0.007185433923178535,0.86
Day 9,0.004810031282688838,0.88
Day 10,0.004350160016866049,1.0
Day 11,0.005488501212582059,0.88
Day 12,0.004026646610357481,0.86
Day 13,0.005426029411293316,0.86
Day 14,0.00591505277250577,0.72
Day 15,0.00574218289492864,0.82
Day 16,0.005413071766914107,0.74
Day 17,0.0042190031960453525,0.78
Day 18,0.0038539922405988816,0.94
Day 19,0.005179880476745152,0.72
