Day,MSE_mu,Accuracy
Day 0,0.017482228501702064,0.82
Day 1,0.012378985846216644,0.8
Day 2,0.011403885035990853,0.88
Day 3,0.012150639638648006,0.8
Day 4,0.0063963316135733465,0.76
Day 5,0.012987192584206126,0.82
Day 6,0.007094963472431899,0.84
Day 7,0.0068864968200237344,0.88
Day 8,0.005959590330245759,0.94
Day 9,0.006288256094306736,0.78
Day 10,0.007653780993670641,0.82
Day 11,0.009787159732066538,0.9
Day 12,0.007953125789708892,0.9
Day 13,0.00784173213267413,0.9
Day 14,0.0065388265858835806,0.74
Day 15,0.005920979241504828,0.88
Day 16,0.00704550694390227,0.78
Day 17,0.005414702831625079,0.88
Day 18,0.005332693253555031,0.88
Day 19,0.004400776564497481,0.82
