Day,MSE_mu,Accuracy
Day 0,0.022939193199211,0.74
Day 1,0.011268484500833457,0.82
Day 2,0.01332281922152439,0.64
Day 3,0.013839744966862435,0.62
Day 4,0.01532535291573444,0.7
Day 5,0.008810526076153869,0.78
Day 6,0.013020925242353171,0.72
Day 7,0.012854758764931272,0.76
Day 8,0.007261281937988123,0.72
Day 9,0.0093073143392471,0.82
Day 10,0.0075285517918782146,0.84
Day 11,0.009873708943320177,0.78
Day 12,0.0072206951845686625,0.88
Day 13,0.006692061420003447,0.88
Day 14,0.0078577303302036,0.78
Day 15,0.006039653376814271,0.76
Day 16,0.005351506901519605,0.72
Day 17,0.010059278611552994,0.78
Day 18,0.005968700643727061,0.86
Day 19,0.005305233315628329,0.8
