Day,MSE_mu,Accuracy
Day 0,0.025693555756519354,0.78
Day 1,0.024543816003455544,0.62
Day 2,0.021160262553914743,0.7
Day 3,0.01715081357538336,0.68
Day 4,0.009902363217008669,0.92
Day 5,0.009122564967047015,0.72
Day 6,0.009583015999750791,0.74
Day 7,0.010471133261878414,0.86
Day 8,0.006956420767050312,0.88
Day 9,0.010601655394774737,0.7
Day 10,0.010137034341580763,0.64
Day 11,0.009162961950887111,0.78
Day 12,0.008748762509920502,0.84
Day 13,0.008310112912978616,0.72
Day 14,0.008014057348636121,0.82
Day 15,0.008122920565646643,0.76
Day 16,0.009543654062467844,0.88
Day 17,0.00453027428186803,0.82
Day 18,0.008488201477803181,0.78
Day 19,0.006103224591467879,0.78
