Day,MSE_mu,Accuracy
Day 0,0.020184998117886033,0.84
Day 1,0.014374085181637328,0.74
Day 2,0.0127842212049188,0.72
Day 3,0.013702937282322912,0.82
Day 4,0.008766593068244514,0.7
Day 5,0.011875998893014415,0.78
Day 6,0.011677874966976155,0.68
Day 7,0.01127105010313916,0.74
Day 8,0.00883770381048819,0.82
Day 9,0.009449715259994088,0.78
Day 10,0.008055090643589962,0.66
Day 11,0.008736771419035122,0.78
Day 12,0.006853214979722716,0.8
Day 13,0.005973737281268543,0.8
Day 14,0.0070119574817172885,0.84
Day 15,0.0078465240313938,0.84
Day 16,0.0073563478053386795,0.74
Day 17,0.0074300208038188395,0.88
Day 18,0.004930158288075472,0.78
Day 19,0.005078681012695661,0.78
