Day,MSE_mu,Accuracy
Day 0,0.02957689401711932,0.78
Day 1,0.016827917793081064,0.94
Day 2,0.01300880083257116,0.82
Day 3,0.01122208935752802,0.68
Day 4,0.009474577960824878,0.88
Day 5,0.007688885519470539,0.68
Day 6,0.007320186557742593,0.92
Day 7,0.007535635020197753,0.96
Day 8,0.004690222855661909,0.92
Day 9,0.0076955774880307845,0.92
Day 10,0.0034201726198880376,0.84
Day 11,0.004784202660130164,0.9
Day 12,0.005336947091742781,0.78
Day 13,0.007840321887197582,0.88
Day 14,0.006708450978141972,0.8
Day 15,0.003602543897547293,0.94
Day 16,0.004851035715611959,0.86
Day 17,0.003702492983765181,0.86
Day 18,0.002562505059295699,0.88
Day 19,0.0033677448232591256,0.92
