Day,MSE_mu,Accuracy
Day 0,0.012976764216165209,0.86
Day 1,0.012660682057460614,0.7
Day 2,0.011951239660207677,0.72
Day 3,0.010975121935048026,0.78
Day 4,0.010070760281469547,0.84
Day 5,0.007549428125459668,0.96
Day 6,0.00933841643247687,0.82
Day 7,0.01016426662657302,0.8
Day 8,0.007073039152901706,0.82
Day 9,0.007398812588469536,0.8
Day 10,0.008027134886469667,0.82
Day 11,0.007671215632709807,0.78
Day 12,0.008254609119353846,0.76
Day 13,0.005506160808578487,0.92
Day 14,0.007191734497356179,0.92
Day 15,0.006945480019031882,0.82
Day 16,0.005818600552548356,0.96
Day 17,0.005928449180051844,0.88
Day 18,0.005228328104468021,0.88
Day 19,0.005471816815659415,0.88
