Day,MSE_mu,Accuracy
Day 0,0.023679459307227858,0.72
Day 1,0.0201285064342998,0.66
Day 2,0.017297634240111694,0.68
Day 3,0.014105625762942525,0.76
Day 4,0.01653618216318758,0.66
Day 5,0.01502012605792182,0.86
Day 6,0.012053474423629222,0.72
Day 7,0.014746590381518088,0.72
Day 8,0.013474958307312549,0.78
Day 9,0.01464714719811541,0.78
Day 10,0.008342801100408697,0.84
Day 11,0.007538719719891679,0.68
Day 12,0.008792593362212591,0.64
Day 13,0.009718350869395749,0.76
Day 14,0.009377928106876965,0.8
Day 15,0.00702751832031177,0.76
Day 16,0.009622748259153994,0.76
Day 17,0.009584112619454967,0.66
Day 18,0.005696602754728457,0.84
Day 19,0.005169137996117128,0.72
