Day,MSE_mu,Accuracy
Day 0,0.04027099344491017,0.56
Day 1,0.026406805570125723,0.7
Day 2,0.01277590749290353,0.86
Day 3,0.012948227040759432,0.88
Day 4,0.015196880500336176,0.76
Day 5,0.011237064635938848,0.86
Day 6,0.009024563238868117,0.76
Day 7,0.009751934583119107,0.76
Day 8,0.009207114307605343,0.66
Day 9,0.007947022579011373,0.86
Day 10,0.01099018620645164,0.7
Day 11,0.008897497144047754,0.78
Day 12,0.01035626564216975,0.7
Day 13,0.00611793335530309,0.84
Day 14,0.008903995930909837,0.8
Day 15,0.0067317563167208485,0.84
Day 16,0.007909487567308957,0.78
Day 17,0.0077751244456774,0.88
Day 18,0.0053552237521908444,0.84
Day 19,0.0057835262943338175,0.9
