Day,MSE_mu,Accuracy
Day 0,0.0356128191403761,0.64
Day 1,0.013678146230394995,0.82
Day 2,0.012443193219734503,0.8
Day 3,0.012909226589729532,0.76
Day 4,0.009608130691588553,0.86
Day 5,0.00858022926267473,0.8
Day 6,0.006112287254238426,0.82
Day 7,0.007165943154727719,0.88
Day 8,0.006678140049758664,0.88
Day 9,0.00854127738021996,0.82
Day 10,0.008736064063604183,0.84
Day 11,0.006819938782485908,0.82
Day 12,0.006466248475568809,0.82
Day 13,0.005545912972621251,0.74
Day 14,0.006279702539071662,0.82
Day 15,0.005527884492667602,0.86
Day 16,0.004296944662681682,0.86
Day 17,0.0038459929232604,0.92
Day 18,0.003529359155006214,0.84
Day 19,0.005623938425408081,0.86
