Day,MSE_mu,Accuracy
Day 0,0.030751786290745924,0.7
Day 1,0.014268296965390524,0.68
Day 2,0.018115332128091025,0.7
Day 3,0.013109679133269651,0.7
Day 4,0.013751368580928897,0.8
Day 5,0.014699091749762217,0.84
Day 6,0.014229844877539375,0.74
Day 7,0.010264863291031809,0.68
Day 8,0.012643134049638613,0.86
Day 9,0.010093374688015324,0.84
Day 10,0.011948075201677722,0.72
Day 11,0.008832753265085492,0.8
Day 12,0.0065437847410439315,0.88
Day 13,0.010061036767497084,0.72
Day 14,0.00882986649998281,0.88
Day 15,0.00713062488870245,0.84
Day 16,0.0056421175698328115,0.86
Day 17,0.006865453405959636,0.84
Day 18,0.007689420686575788,0.84
Day 19,0.005881543775784037,0.82
