Day,MSE_mu,Accuracy
Day 0,0.02651172862730191,0.74
Day 1,0.0149521550063292,0.76
Day 2,0.010070890007808867,0.9
Day 3,0.007908859769558569,0.88
Day 4,0.010880144449230272,0.84
Day 5,0.008291928111060155,0.8
Day 6,0.006402411936320047,0.9
Day 7,0.007596981436154432,0.8
Day 8,0.006621690895730582,0.8
Day 9,0.006319671312884736,0.9
Day 10,0.005342795611104931,0.82
Day 11,0.005030353240175796,0.88
Day 12,0.004657812549604756,0.88
Day 13,0.004611022558540113,0.82
Day 14,0.005154949203077501,0.78
Day 15,0.0037540909307925544,0.82
Day 16,0.005483170026287888,0.7
Day 17,0.005779833406315729,0.88
Day 18,0.0047193723416941585,0.88
Day 19,0.004345683251358744,0.74
