Day,MSE_mu,Accuracy
Day 0,0.027071500318565974,0.66
Day 1,0.012288111971308663,0.8
Day 2,0.014227654178780913,0.76
Day 3,0.008485469605353648,0.84
Day 4,0.007931182454173713,0.82
Day 5,0.008292464986865715,0.8
Day 6,0.005623166991177071,0.8
Day 7,0.008123808146373437,0.82
Day 8,0.007717172229081266,0.72
Day 9,0.008091930950470127,0.76
Day 10,0.0053751114611908695,0.86
Day 11,0.007512710595774331,0.92
Day 12,0.006529867438489881,0.94
Day 13,0.0036866219747255934,0.82
Day 14,0.005663378016645973,0.78
Day 15,0.005915328174198715,0.84
Day 16,0.006020915323613984,0.86
Day 17,0.006583718137564637,0.82
Day 18,0.005588521790881282,0.84
Day 19,0.003983259038239746,0.78
