Day,MSE_mu,Accuracy
Day 0,0.028532039260265905,0.66
Day 1,0.008878053506402195,0.78
Day 2,0.017318359475572788,0.62
Day 3,0.02077033326485929,0.66
Day 4,0.015287046852811766,0.72
Day 5,0.01386126144258391,0.62
Day 6,0.015206259461152206,0.6
Day 7,0.010599701693309326,0.84
Day 8,0.009717513432190409,0.78
Day 9,0.018383365687308348,0.66
Day 10,0.012472662797001988,0.74
Day 11,0.01342316828955575,0.76
Day 12,0.007556063159621726,0.84
Day 13,0.012762156491987134,0.7
Day 14,0.010810974564231721,0.7
Day 15,0.011277236775144552,0.8
Day 16,0.009370854083005187,0.78
Day 17,0.010089896950279557,0.86
Day 18,0.011206173962366343,0.72
Day 19,0.009996563455843354,0.78
