Day,MSE_mu,Accuracy
Day 0,0.028595439080994312,0.76
Day 1,0.013570291965349705,0.86
Day 2,0.008657805549832625,0.94
Day 3,0.013682925892904083,0.72
Day 4,0.007353319791750648,0.86
Day 5,0.010085420991970302,0.84
Day 6,0.007773313444649809,0.9
Day 7,0.006309430419132522,0.86
Day 8,0.006108483394296363,0.86
Day 9,0.003713500965932873,0.78
Day 10,0.007331216501371469,0.78
Day 11,0.0051392610032073354,0.9
Day 12,0.007491414155117645,0.66
Day 13,0.006169892154272246,0.88
Day 14,0.005597840308166021,0.86
Day 15,0.006138278752862765,0.8
Day 16,0.005154889419986845,0.86
Day 17,0.005538988838951843,0.84
Day 18,0.004279344980381764,0.92
Day 19,0.004113273067766733,0.86
