Day,MSE_mu,Accuracy
Day 0,0.020219212602285114,0.8
Day 1,0.011147437230701208,0.84
Day 2,0.008096891064624,0.82
Day 3,0.007495354300333973,0.78
Day 4,0.009392929334647868,0.8
Day 5,0.008771002648076068,0.9
Day 6,0.006843374446342105,0.86
Day 7,0.006992684680582392,0.84
Day 8,0.006974023136525036,0.84
Day 9,0.006110500531843303,0.82
Day 10,0.004549555383307696,0.88
Day 11,0.006797269468971859,0.8
Day 12,0.0075271421604718525,0.9
Day 13,0.005680146074802206,0.94
Day 14,0.007075912873581973,0.72
Day 15,0.006132936773435791,0.82
Day 16,0.004984079210428328,0.86
Day 17,0.00458427044019065,0.9
Day 18,0.004733300789599431,0.84
Day 19,0.0033181405107403665,0.88
