Day,MSE_mu,Accuracy
Day 0,0.03351675199151042,0.76
Day 1,0.02740368616766838,0.62
Day 2,0.01915325110055643,0.8
Day 3,0.01364845266421046,0.8
Day 4,0.016373471101940498,0.72
Day 5,0.01482984790228647,0.8
Day 6,0.012689369615347777,0.8
Day 7,0.015186787838204775,0.68
Day 8,0.015503340916272392,0.64
Day 9,0.013608895877472956,0.76
Day 10,0.01311414163281267,0.82
Day 11,0.010849664650299086,0.62
Day 12,0.009401019794910223,0.76
Day 13,0.008282354619068396,0.86
Day 14,0.008504202850818782,0.78
Day 15,0.010496180105293062,0.82
Day 16,0.008286265732489953,0.84
Day 17,0.00738606978478032,0.84
Day 18,0.00889688570099998,0.88
Day 19,0.010632706998985756,0.84
