Day,MSE_mu,Accuracy
Day 0,0.048916093464024264,0.58
Day 1,0.014437295383626609,0.86
Day 2,0.015777595518176393,0.74
Day 3,0.012278407012861758,0.8
Day 4,0.015021048571874106,0.68
Day 5,0.009915165369169901,0.78
Day 6,0.013283988175656779,0.92
Day 7,0.010592971163008984,0.86
Day 8,0.009111218795416084,0.9
Day 9,0.009445529247941573,0.88
Day 10,0.006373935559359231,0.88
Day 11,0.008409875958124742,0.8
Day 12,0.006689574250431222,0.82
Day 13,0.005095271260484989,0.84
Day 14,0.0069167305882848786,0.84
Day 15,0.00650229737845828,0.8
Day 16,0.0051251004871650995,0.84
Day 17,0.007195914938480416,0.84
Day 18,0.004985965552554948,0.82
Day 19,0.005197538785175836,0.82
