Day,MSE_mu,Accuracy
Day 0,0.02040453852246838,0.86
Day 1,0.015312618512408921,0.78
Day 2,0.012225700610293983,0.86
Day 3,0.010357235481405562,0.92
Day 4,0.009518680396957267,0.72
Day 5,0.010637941390637411,0.76
Day 6,0.010323765905781575,0.74
Day 7,0.011025910714596925,0.78
Day 8,0.00741381106625643,0.82
Day 9,0.00815170614882819,0.86
Day 10,0.006824389581711092,0.74
Day 11,0.007902665457485206,0.82
Day 12,0.006315338309451695,0.92
Day 13,0.0055940771572996085,0.92
Day 14,0.00513037946276061,0.96
Day 15,0.00687600829162358,0.86
Day 16,0.0063832821515712995,0.82
Day 17,0.0036722591164783706,0.86
Day 18,0.005411154054318285,0.86
Day 19,0.0045644226809419255,0.84
