Day,MSE_mu,Accuracy
Day 0,0.02390905164987512,0.88
Day 1,0.012806332040790963,0.88
Day 2,0.008129016640190377,0.86
Day 3,0.008645416640512627,0.82
Day 4,0.010202876359190762,0.8
Day 5,0.01282938572550964,0.74
Day 6,0.007509705384739741,0.88
Day 7,0.008643306741604037,0.84
Day 8,0.01144776735452769,0.82
Day 9,0.006437907494191155,0.9
Day 10,0.005840436720679957,0.86
Day 11,0.0069214635411820056,0.8
Day 12,0.004257633169634895,0.92
Day 13,0.005276675155281379,0.82
Day 14,0.004596710295792864,0.92
Day 15,0.0058162155306554966,0.86
Day 16,0.005022217059462995,0.88
Day 17,0.004869538718208922,0.88
Day 18,0.0035538449345849845,0.82
Day 19,0.004278130530848701,0.84
