Day,MSE_mu,Accuracy
Day 0,0.022630067969837908,0.8
Day 1,0.011657591817393514,0.82
Day 2,0.01042308095771921,0.7
Day 3,0.015211533922048076,0.68
Day 4,0.014866886609382826,0.86
Day 5,0.008742716949410551,0.82
Day 6,0.008005350105037319,0.9
Day 7,0.004112546012894216,0.78
Day 8,0.007823672549005185,0.88
Day 9,0.011751644943116965,0.82
Day 10,0.00536728646253679,0.9
Day 11,0.004936083172272837,0.92
Day 12,0.006984719627129312,0.8
Day 13,0.006161828007059814,0.94
Day 14,0.00611524620379729,0.88
Day 15,0.005649265606149701,0.78
Day 16,0.005292028739454476,0.9
Day 17,0.005057331963873373,0.82
Day 18,0.005426927463455749,0.94
Day 19,0.005580281069797038,0.9
