Day,MSE_mu,Accuracy
Day 0,0.025633270305447823,0.72
Day 1,0.016969711200300736,0.8
Day 2,0.022709244832350168,0.54
Day 3,0.014637963837978565,0.74
Day 4,0.01397891966991672,0.8
Day 5,0.012849850075911613,0.8
Day 6,0.011718283178213721,0.84
Day 7,0.013704976166789434,0.84
Day 8,0.011503383158180365,0.82
Day 9,0.009278674530478927,0.9
Day 10,0.008408317084055093,0.86
Day 11,0.007901892967593409,0.72
Day 12,0.008206674369480974,0.92
Day 13,0.007653202140612638,0.8
Day 14,0.008567906289574862,0.82
Day 15,0.005034371956913922,0.86
Day 16,0.0079291650264008,0.78
Day 17,0.0071802352283798125,0.82
Day 18,0.005568959905849974,0.84
Day 19,0.005590268064607034,0.8
