Day,RMSTE,RMSRE,Accuracy
Day 0,0,0,0.45
Day 1,0,0,0.65
Day 2,0,0,0.5
Day 3,0,0,0.5
Day 4,0,0,0.55
Day 5,0,0,0.45
Day 6,0,0,0.35
Day 7,0,0,0.65
Day 8,0,0,0.6
Day 9,0,0,0.55
Day 10,0,0,0.55
Day 11,0,0,0.6
Day 12,0,0,0.75
Day 13,0,0,0.65
Day 14,0,0,0.35
Day 15,0,0,0.45
Day 16,0,0,0.6
Day 17,0,0,0.55
Day 18,0,0,0.65
Day 19,0,0,0.45
