Day,RMSTE,RMSRE,Accuracy
Day 0,0.0907510159894243,0.10732534891515436,0.88
Day 1,0.08407042640149047,0.10767526111097823,0.78
Day 2,0.08814483538839855,0.1073800423822299,0.7
Day 3,0.0805390404880161,0.09558767309968379,0.82
Day 4,0.08323332639639784,0.09939839977667646,0.72
Day 5,0.08230495667398763,0.09971111378722063,0.72
Day 6,0.07901171582879832,0.09316382731496636,0.76
Day 7,0.08056352422381954,0.0992532911459899,0.7
Day 8,0.08393492499795947,0.10756741647227631,0.68
Day 9,0.07950254912757478,0.10055885782430156,0.72
Day 10,0.0730214995378335,0.08900954030449064,0.76
Day 11,0.09591667303972368,0.12174964202416168,0.66
Day 12,0.08728240694180923,0.10327048403415089,0.74
Day 13,0.07611972730098228,0.09361617037430525,0.76
Day 14,0.08273991446090635,0.10869090870066095,0.8
Day 15,0.08675976702479332,0.1013157283567432,0.8
Day 16,0.07755964747813758,0.09363231348946718,0.74
Day 17,0.08718564836533925,0.10570831606370443,0.88
Day 18,0.08472132419391426,0.10520466451076729,0.74
Day 19,0.09044155002970977,0.10451688141592286,0.72
