Day,RMSTE,RMSRE,Accuracy
Day 0,0.08837501492934997,0.10922984006901972,0.78
Day 1,0.09256753021579733,0.11095381162923582,0.76
Day 2,0.0924552296270851,0.10760172849111971,0.8
Day 3,0.0969700552894603,0.12074796529749036,0.7
Day 4,0.08714946952648261,0.10637174432656138,0.8
Day 5,0.08976400452094183,0.10973475945680107,0.86
Day 6,0.0851812349811423,0.10627364465861902,0.8
Day 7,0.08534208463248596,0.10598694317087552,0.82
Day 8,0.09323890618158831,0.1112914004197645,0.88
Day 9,0.07703059895309927,0.09531757479267519,0.84
Day 10,0.0986576992141521,0.12300136644599174,0.76
Day 11,0.09487026024382897,0.11724635410708424,0.86
Day 12,0.08612600382337203,0.10828500092163128,0.9
Day 13,0.08666317928920711,0.10340753256460918,0.84
Day 14,0.1096511175658864,0.12731070095969713,0.8
Day 15,0.08846764049493142,0.10935218564631441,0.94
Day 16,0.08845493161244293,0.11681543302917302,0.86
Day 17,0.08870952113144556,0.11399038720298173,0.86
Day 18,0.08076275468494969,0.10491856618840874,0.9
Day 19,0.09126672198742845,0.11082854246420314,0.8
