Day,RMSTE,RMSRE,Accuracy
Day 0,0.08442597783052462,0.10451048250233357,0.86
Day 1,0.08352311602123362,0.10317772412668777,0.82
Day 2,0.0924331836933075,0.11255680906814428,0.74
Day 3,0.07846378603503631,0.1025738937292454,0.82
Day 4,0.08798441703294557,0.11162262639632252,0.76
Day 5,0.07738041067229702,0.09969357428372116,0.76
Day 6,0.10007467906012178,0.12220638488335692,0.92
Day 7,0.06794841088639474,0.0863292130499666,0.7
Day 8,0.08809201319040802,0.10917181694177508,0.76
Day 9,0.07740461744506166,0.0940348264223625,0.74
Day 10,0.09369415000403032,0.11690353879371414,0.86
Day 11,0.08859257128193782,0.10966703098893826,0.9
Day 12,0.0846728567443977,0.10444389449311432,0.88
Day 13,0.0835792040135636,0.10801903920618605,0.8
Day 14,0.08428894785779059,0.10564453607816013,0.8
Day 15,0.08165842368880451,0.10681267101311917,0.66
Day 16,0.09640220021826194,0.12084508015410234,0.64
Day 17,0.0847740132704702,0.1094643183401876,0.76
Day 18,0.07902499798112038,0.1022636848252951,0.8
Day 19,0.0964442000203533,0.11738498576802586,0.86
