Day,RMSTE,RMSRE,Accuracy
Day 0,0.07729000798343677,0.09441871507415779,0.7
Day 1,0.07331571328888772,0.10104271447159437,0.78
Day 2,0.07742722898443714,0.1019163968186749,0.76
Day 3,0.07992968874972704,0.10357325873670933,0.88
Day 4,0.08143490728488355,0.10105168490448192,0.78
Day 5,0.08728399719110687,0.1051545554873693,0.8
Day 6,0.07391123152946945,0.09109669658499835,0.92
Day 7,0.06995154352999802,0.0905775885230559,0.84
Day 8,0.08519554075002829,0.10657568471817958,0.82
Day 9,0.0785739660236816,0.09764921849420401,0.76
Day 10,0.08074944556849152,0.1008165712836445,0.84
Day 11,0.07865632842570809,0.09653690772128391,0.88
Day 12,0.08438319426038361,0.1068366925858978,0.88
Day 13,0.09149848998756861,0.11303572376805292,0.82
Day 14,0.08094272547575322,0.10619069625778961,0.84
Day 15,0.07353977453081571,0.09394986592001978,0.86
Day 16,0.0946089655759244,0.11503771044833659,0.88
Day 17,0.08048898470374734,0.09849973225777285,0.84
Day 18,0.08731948106858167,0.11221731045560794,0.8
Day 19,0.07727994988967933,0.09591601862649476,0.86
