Day,RMSTE,RMSRE,Accuracy
Day 0,0.08320717257812879,0.10453173983865459,0.84
Day 1,0.09580361008826185,0.11688460702983297,0.86
Day 2,0.08326428725731584,0.10376322148425526,0.8
Day 3,0.07844163960570094,0.10015752158707167,0.74
Day 4,0.08228565440966994,0.10873784254048997,0.84
Day 5,0.08518014712450989,0.10679208780039204,0.82
Day 6,0.10241167712596737,0.12530940820845096,0.9
Day 7,0.07732586928802275,0.09112310788726706,0.74
Day 8,0.07155630143121111,0.09441033093322733,0.76
Day 9,0.08633693114210328,0.10540111377853909,0.86
Day 10,0.07129280617109716,0.09406116503043442,0.8
Day 11,0.08578156069139536,0.10915911528518249,0.92
Day 12,0.09237620030744453,0.11254040138303045,0.88
Day 13,0.0945080722083195,0.1197302957077643,0.7
Day 14,0.07677240821894059,0.10053617209441976,0.66
Day 15,0.08355545608585478,0.10270577275376651,0.82
Day 16,0.08278271088448325,0.1044920422100288,0.74
Day 17,0.09143591694182168,0.1113270229858055,0.92
Day 18,0.08222895654860114,0.09891501576980341,0.9
Day 19,0.08569224086932227,0.10934484750220629,0.78
