Day,RMSTE,RMSRE,Accuracy
Day 0,0.09391855486188096,0.11383693815786591,0.88
Day 1,0.09133338667637837,0.10895640003546465,0.76
Day 2,0.06975139498102408,0.0833116517510883,0.88
Day 3,0.09062335761136053,0.10360357036439848,0.86
Day 4,0.0848835466588098,0.09887261210349377,0.8
Day 5,0.08710930515950129,0.1073509925431475,0.72
Day 6,0.07829663432442917,0.09749415307183251,0.72
Day 7,0.0719054399465869,0.08975195678240834,0.78
Day 8,0.07126112040579796,0.0900443835903855,0.84
Day 9,0.07036509352516267,0.08564967611956256,0.66
Day 10,0.09796104552211292,0.11800316100410156,0.74
Day 11,0.08268649505576631,0.10224088501560627,0.68
Day 12,0.07904446378382848,0.09787512064776553,0.76
Day 13,0.07847664740719423,0.09484538521774262,0.8
Day 14,0.08578575909706285,0.10478935587656112,0.82
Day 15,0.09909147174200263,0.11617241465803547,0.86
Day 16,0.08675328653547203,0.1073351707022059,0.74
Day 17,0.08474780666294761,0.10072536365963725,0.68
Day 18,0.08891546555275068,0.10843855844155952,0.78
Day 19,0.0907756006069122,0.11166546421175463,0.78
