Day,RMSTE,RMSRE,Accuracy
Day 0,0.09095955854868283,0.1116259797998969,0.82
Day 1,0.09849446403873513,0.1257806662700028,0.7
Day 2,0.08543606914043254,0.1031103895578496,0.86
Day 3,0.09515004549359482,0.11399787104818668,0.84
Day 4,0.07940818806753083,0.09242672974375976,0.86
Day 5,0.07360990650266876,0.09401403190420844,0.82
Day 6,0.08286850548626437,0.09985079097716432,0.84
Day 7,0.0913718992340577,0.11200534466955996,0.86
Day 8,0.07050261710480711,0.08805197519860343,0.92
Day 9,0.08193916331885154,0.10358335746744014,0.78
Day 10,0.08194044474500656,0.09736684499446212,0.92
Day 11,0.08913694864756778,0.1052670572614719,0.86
Day 12,0.08843294963400992,0.10588129453638478,0.88
Day 13,0.08830309037428948,0.10568888301356559,0.9
Day 14,0.09166465829052661,0.1121386549854975,0.78
Day 15,0.09196599576279721,0.10947893077769891,0.78
Day 16,0.08913769621330221,0.10710788542484542,0.78
Day 17,0.08160397630697686,0.10095281742230212,0.92
Day 18,0.08898437879501032,0.11151227277448755,0.9
Day 19,0.08277455990261942,0.10559151207731336,0.86
