Day,RMSTE,RMSRE,Accuracy
Day 0,0.07701881332176697,0.09466311178333549,0.82
Day 1,0.07611951168148742,0.10850714625544916,0.66
Day 2,0.08382278521713651,0.10208391475957918,0.92
Day 3,0.08312721971413337,0.10754262142706558,0.82
Day 4,0.0795059250593086,0.10465225628791519,0.74
Day 5,0.10069615648218215,0.1252580114966992,0.74
Day 6,0.09739597896199288,0.11835621740456993,0.86
Day 7,0.08309863620627087,0.10173981922859361,0.76
Day 8,0.08095807834619825,0.10509187531411211,0.84
Day 9,0.07952731992608972,0.1057439349271042,0.92
Day 10,0.08746123889494241,0.10242306017829683,0.82
Day 11,0.0722540177510323,0.09781242020729236,0.76
Day 12,0.07912789526039417,0.09974781528280213,0.76
Day 13,0.07878740062118386,0.11111422626017121,0.82
Day 14,0.0738335628953187,0.10245183184824194,0.78
Day 15,0.07457870516382767,0.09596923660459744,0.72
Day 16,0.0844699478060039,0.10180969525050715,0.8
Day 17,0.07037581599883605,0.09341500457526954,0.86
Day 18,0.07401497532688277,0.09571062429969299,0.88
Day 19,0.07850320707184977,0.10423708120182204,0.76
