Day,RMSTE,RMSRE,Accuracy
Day 0,0.09013540465738108,0.11260283367746868,0.84
Day 1,0.08266746264445264,0.1042661678778017,0.74
Day 2,0.09201315371944693,0.11596564186174742,0.82
Day 3,0.08091752493623616,0.10400626924424941,0.92
Day 4,0.09093495705708345,0.11633547027191209,0.8
Day 5,0.08276839939803395,0.10597736812055374,0.86
Day 6,0.07452996743442432,0.09444289485057641,0.78
Day 7,0.08496318275288496,0.10606331173946595,0.84
Day 8,0.07216883080806662,0.09145582695484517,0.68
Day 9,0.07866996144137801,0.09863858145482182,0.8
Day 10,0.09133178275131348,0.11308231412903579,0.72
Day 11,0.08107590817577859,0.10736966518659988,0.8
Day 12,0.0763822109399326,0.10120222675489796,0.72
Day 13,0.08465449633151739,0.10535810909274099,0.84
Day 14,0.08932517441194922,0.10464303228868609,0.8
Day 15,0.08064009668219406,0.09116269318202078,0.74
Day 16,0.07048897214850142,0.08907633189476383,0.88
Day 17,0.09648653062774701,0.11826888946703742,0.78
Day 18,0.08739438401756171,0.1028090613934027,0.72
Day 19,0.081766301480163,0.10735872630530743,0.76
