Day,RMSTE,RMSRE,Accuracy
Day 0,0.06906572973865477,0.08971630385834965,0.88
Day 1,0.07871823451881244,0.10020129630092406,0.9
Day 2,0.08790002543304613,0.10670497986528212,0.8
Day 3,0.08019577466394379,0.09944342065569711,0.84
Day 4,0.08334852942729304,0.09885947365624193,0.88
Day 5,0.0667330291785635,0.0802467471831989,0.88
Day 6,0.0739734554419227,0.09199680908170428,0.76
Day 7,0.07607507446477274,0.09985103875696899,0.82
Day 8,0.08660428234193943,0.10677966323073308,0.72
Day 9,0.07906245040951877,0.09491609940918479,0.82
Day 10,0.07168541115154387,0.08929346564578626,0.74
Day 11,0.05978594253564703,0.07887997069026696,0.86
Day 12,0.07695311310819829,0.09538891285556654,0.9
Day 13,0.08111162308873986,0.10177989453141087,0.8
Day 14,0.08141792134440279,0.1037641529342043,0.82
Day 15,0.06569936444367813,0.08017259402034406,0.94
Day 16,0.08384254639158249,0.10257938750011031,0.86
Day 17,0.0828878736261915,0.10361311895746551,0.76
Day 18,0.08747080193771777,0.10589921498961338,0.8
Day 19,0.07453068482275661,0.09088584341486124,0.88
