Day,MSE_mu,Accuracy
Day 0,0.02138165156118799,0.78
Day 1,0.01710112552616135,0.78
Day 2,0.024853371879520306,0.78
Day 3,0.039575257544527224,0.6
Day 4,0.04007838976727296,0.64
Day 5,0.017551852793718733,0.8
Day 6,0.01897001106240757,0.88
Day 7,0.022709274229945675,0.84
Day 8,0.019833762312790652,0.82
Day 9,0.021020154618095414,0.86
Day 10,0.025177781215982055,0.8
Day 11,0.022825841999403747,0.86
Day 12,0.02897456178816037,0.72
Day 13,0.01746641717219815,0.8
Day 14,0.02271509264600259,0.8
Day 15,0.026466833251414402,0.7
Day 16,0.024444402492445127,0.74
Day 17,0.014279784921047143,0.82
Day 18,0.01734247508283475,0.84
Day 19,0.03041256077605951,0.78
