Day,MSE_mu,Accuracy
Day 0,0.0179389395154555,0.84
Day 1,0.019607414023867734,0.76
Day 2,0.029250545015471176,0.64
Day 3,0.02263045345194752,0.88
Day 4,0.025198472104817394,0.8
Day 5,0.037721655214623694,0.6
Day 6,0.02727259206607632,0.84
Day 7,0.019783611060278927,0.88
Day 8,0.03946745528629846,0.64
Day 9,0.021300960407191528,0.86
Day 10,0.017043157420971237,0.82
Day 11,0.01810477226410807,0.82
Day 12,0.03014258550138032,0.72
Day 13,0.03685757592117092,0.68
Day 14,0.027287025057112578,0.7
Day 15,0.02880489871960487,0.72
Day 16,0.023320517721936752,0.86
Day 17,0.017750247151737272,0.78
Day 18,0.04124548160609088,0.7
Day 19,0.026390563418982695,0.78
