Day,MSE_mu,Accuracy
Day 0,0.022812678416221158,0.76
Day 1,0.025305878203718518,0.82
Day 2,0.022012768931300428,0.8
Day 3,0.016708762935362956,0.9
Day 4,0.03018251521661016,0.62
Day 5,0.021853283732300728,0.8
Day 6,0.020518144825003658,0.86
Day 7,0.017874135976043915,0.88
Day 8,0.02327993819257264,0.84
Day 9,0.04872945045281466,0.56
Day 10,0.020117725611845116,0.78
Day 11,0.01224155003458714,0.94
Day 12,0.025317308849380275,0.82
Day 13,0.014257589846256418,0.86
Day 14,0.016157702493259072,0.88
Day 15,0.011256829712328864,0.96
Day 16,0.0265088439953776,0.76
Day 17,0.034718970760187456,0.7
Day 18,0.025299620611166095,0.72
Day 19,0.031740941103044956,0.72
