Day,MSE_mu,Accuracy
Day 0,0.02957689401711932,0.78
Day 1,0.018254488229984753,0.96
Day 2,0.014701684446437158,0.82
Day 3,0.02574957880057769,0.66
Day 4,0.023959387791086126,0.82
Day 5,0.0190142308480054,0.82
Day 6,0.013477667671754205,0.88
Day 7,0.024843298929851765,0.88
Day 8,0.017956362696003942,0.88
Day 9,0.024132729462238916,0.86
Day 10,0.039997062409935245,0.64
Day 11,0.02690369789558365,0.76
Day 12,0.014418060158137128,0.8
Day 13,0.02045678216292397,0.88
Day 14,0.017213399486248473,0.86
Day 15,0.015426290156764859,0.96
Day 16,0.017281838722713733,0.82
Day 17,0.025077795096939217,0.82
Day 18,0.04074783561418498,0.68
Day 19,0.020691052356327688,0.88
