Day,MSE_mu,Accuracy
Day 0,0.025693555756519354,0.78
Day 1,0.019703524432715454,0.8
Day 2,0.02875133006619726,0.7
Day 3,0.0235023223802146,0.76
Day 4,0.016235222517437874,0.84
Day 5,0.0252551854185336,0.66
Day 6,0.02824422438321061,0.7
Day 7,0.030649794058649107,0.72
Day 8,0.015472800264913447,0.88
Day 9,0.04690655883138215,0.58
Day 10,0.03872538659969444,0.66
Day 11,0.024339751049930757,0.82
Day 12,0.033015699231437566,0.66
Day 13,0.037139693096715325,0.7
Day 14,0.01980458175171362,0.78
Day 15,0.021705551317790645,0.82
Day 16,0.04134010285467992,0.6
Day 17,0.025885997527172824,0.82
Day 18,0.01970436004761561,0.78
Day 19,0.03575215868601586,0.66
