Day,MSE_mu,Accuracy
Day 0,0.013981754103479719,0.88
Day 1,0.033407658630277,0.7
Day 2,0.017079253930787405,0.82
Day 3,0.0245934803911621,0.84
Day 4,0.018605267469263248,0.92
Day 5,0.028985171448749077,0.78
Day 6,0.021417537197459403,0.78
Day 7,0.020081024479541753,0.76
Day 8,0.022076487952783375,0.84
Day 9,0.01696770504463094,0.86
Day 10,0.023969589896051725,0.78
Day 11,0.01735835354088604,0.78
Day 12,0.024523167843067212,0.74
Day 13,0.02898144820061144,0.66
Day 14,0.03833961932623975,0.68
Day 15,0.020933251833244508,0.78
Day 16,0.02099565793610855,0.8
Day 17,0.029651501888016272,0.66
Day 18,0.02245440639234802,0.88
Day 19,0.015020333208969708,0.86
