Day,MSE_mu,Accuracy
Day 0,0.021049523140603935,0.78
Day 1,0.030265767494726096,0.74
Day 2,0.030517478785994628,0.62
Day 3,0.03865525511702579,0.58
Day 4,0.04387484825514635,0.58
Day 5,0.014367521276363116,0.88
Day 6,0.026948769278006726,0.8
Day 7,0.014142175367426875,0.88
Day 8,0.014946375806831893,0.88
Day 9,0.017365958502560626,0.74
Day 10,0.01795348176033958,0.9
Day 11,0.023818868221604797,0.86
Day 12,0.036409185044691206,0.7
Day 13,0.03338635138077491,0.64
Day 14,0.01815870559033129,0.8
Day 15,0.011758653540957408,0.9
Day 16,0.026538278590995997,0.78
Day 17,0.020787633910355544,0.82
Day 18,0.021625836422121375,0.92
Day 19,0.014219570380669429,0.88
