Day,MSE_mu,Accuracy
Day 0,0.014279603484636043,0.96
Day 1,0.019966290599237397,0.86
Day 2,0.025711470732905417,0.78
Day 3,0.020089930171319555,0.9
Day 4,0.013113447917407943,0.88
Day 5,0.03647659347930319,0.66
Day 6,0.02848719050452593,0.66
Day 7,0.023139766292454414,0.74
Day 8,0.014805861773892565,0.86
Day 9,0.021066832977792202,0.84
Day 10,0.021898837582181523,0.76
Day 11,0.01681913340634777,0.88
Day 12,0.017382121943835524,0.78
Day 13,0.027081259566835818,0.78
Day 14,0.012688373228205636,0.82
Day 15,0.017743857494343377,0.68
Day 16,0.018585199732531192,0.84
Day 17,0.02792717498089111,0.66
Day 18,0.02586688745938184,0.78
Day 19,0.012737024308558983,0.88
