Day,MSE_mu,Accuracy
Day 0,0.02849321520106133,0.74
Day 1,0.023389736905109808,0.7
Day 2,0.018591646244490265,0.9
Day 3,0.02981091627933727,0.72
Day 4,0.0342510082008948,0.72
Day 5,0.02523658498088766,0.82
Day 6,0.019684209332092226,0.84
Day 7,0.02158859881671199,0.8
Day 8,0.015303756091853844,0.88
Day 9,0.023556721168148193,0.76
Day 10,0.019443345304408968,0.84
Day 11,0.028625727594910964,0.7
Day 12,0.026254696296012844,0.7
Day 13,0.03286184097902154,0.74
Day 14,0.020636431535366744,0.78
Day 15,0.02518444409446026,0.6
Day 16,0.02087612795494255,0.74
Day 17,0.03056039249566078,0.8
Day 18,0.020877679217090446,0.88
Day 19,0.03664991578829511,0.7
