Day,MSE_mu,Accuracy
Day 0,0.016079303212405766,0.8
Day 1,0.035316170253616115,0.58
Day 2,0.02825507974705177,0.76
Day 3,0.017149084867791518,0.74
Day 4,0.03874334487266558,0.58
Day 5,0.03778557104783945,0.52
Day 6,0.029544176112580464,0.7
Day 7,0.04013899150441459,0.72
Day 8,0.03552622979094442,0.66
Day 9,0.029191044221102698,0.74
Day 10,0.04592050632153666,0.58
Day 11,0.029864554389306353,0.6
Day 12,0.02697728414064561,0.76
Day 13,0.03079112209465012,0.64
Day 14,0.025955984646356796,0.68
Day 15,0.045117329668707164,0.58
Day 16,0.01734002164265086,0.86
Day 17,0.026269981745566235,0.64
Day 18,0.022774113057206547,0.72
Day 19,0.017614713738789832,0.74
