Day,MSE_mu,Accuracy
Day 0,0.013167935730425948,0.88
Day 1,0.02653623697440926,0.72
Day 2,0.034820653556456846,0.8
Day 3,0.03699106246747685,0.68
Day 4,0.02380124083247782,0.82
Day 5,0.031147974851002895,0.8
Day 6,0.016437228236928128,0.76
Day 7,0.025676205192254525,0.76
Day 8,0.01530260326384241,0.9
Day 9,0.0339454475584019,0.68
Day 10,0.026030923435096234,0.68
Day 11,0.02237703716156485,0.8
Day 12,0.033786724538314314,0.66
Day 13,0.023096530994136884,0.84
Day 14,0.020807725125794437,0.78
Day 15,0.030632724025559173,0.78
Day 16,0.014581974503280783,0.92
Day 17,0.018756472024326752,0.82
Day 18,0.015829432907243486,0.92
Day 19,0.016555568297954158,0.86
