Day,MSE_mu,Accuracy
Day 0,0.028131428115001144,0.8
Day 1,0.016233009350601586,0.8
Day 2,0.018538297069667226,0.72
Day 3,0.028592836793500522,0.76
Day 4,0.025559897805415895,0.74
Day 5,0.028982353324489667,0.76
Day 6,0.01961691833845045,0.8
Day 7,0.022778069626551562,0.76
Day 8,0.029031872156413407,0.66
Day 9,0.018086291465999778,0.76
Day 10,0.03342589719428307,0.74
Day 11,0.014690971679270729,0.96
Day 12,0.0204601781730357,0.86
Day 13,0.018081519789233315,0.94
Day 14,0.029178745836230764,0.74
Day 15,0.019278179582621076,0.8
Day 16,0.015498565075650532,0.86
Day 17,0.02158035870383018,0.74
Day 18,0.014864334161675026,0.9
Day 19,0.023521177599970355,0.7
