Day,MSE_mu,Accuracy
Day 0,0.019150779994917048,0.78
Day 1,0.031516802374257524,0.66
Day 2,0.0314514053780185,0.58
Day 3,0.03398739265664152,0.62
Day 4,0.028672314849700637,0.76
Day 5,0.017340188351167976,0.8
Day 6,0.031779338237319515,0.66
Day 7,0.03113366149957072,0.7
Day 8,0.03325490104553256,0.64
Day 9,0.023089369193042403,0.88
Day 10,0.016492062378662978,0.72
Day 11,0.026321703366456603,0.82
Day 12,0.02779244636567941,0.74
Day 13,0.02161693610600228,0.8
Day 14,0.018972162595341714,0.82
Day 15,0.017712404575413947,0.82
Day 16,0.020815018772022537,0.84
Day 17,0.03990664346044284,0.7
Day 18,0.02215688052529014,0.76
Day 19,0.01581806707654052,0.82
