Day,MSE_mu,Accuracy
Day 0,0.04610542487606584,0.56
Day 1,0.025510481007187412,0.74
Day 2,0.027682183317375385,0.76
Day 3,0.02477892214563199,0.7
Day 4,0.026600721138104563,0.74
Day 5,0.024036760681950844,0.74
Day 6,0.03131962800738021,0.68
Day 7,0.025149428725311958,0.72
Day 8,0.017614142762297315,0.82
Day 9,0.04610991790616545,0.52
Day 10,0.017196763513991558,0.82
Day 11,0.019662328791995577,0.9
Day 12,0.02876715259219144,0.66
Day 13,0.024242566426638728,0.66
Day 14,0.016149708389883173,0.82
Day 15,0.03729116876165305,0.6
Day 16,0.03370192988239542,0.6
Day 17,0.03612578026429431,0.62
Day 18,0.021373529289835,0.7
Day 19,0.021866973955020078,0.82
