Day,MSE_mu,Accuracy
Day 0,0.028532039260265905,0.66
Day 1,0.022955850727019042,0.74
Day 2,0.03784875106177795,0.64
Day 3,0.019649533413041213,0.8
Day 4,0.02723468855448607,0.82
Day 5,0.0315533977535825,0.72
Day 6,0.0267620277636958,0.8
Day 7,0.026826626006299446,0.82
Day 8,0.028204389050393512,0.68
Day 9,0.03598490881017964,0.58
Day 10,0.03500110174590599,0.72
Day 11,0.026989866196575348,0.72
Day 12,0.04298960623347929,0.62
Day 13,0.03476789108744865,0.58
Day 14,0.02620430176458219,0.68
Day 15,0.031575957262471886,0.64
Day 16,0.02632210448067046,0.68
Day 17,0.021976114043765784,0.84
Day 18,0.02646911538999624,0.74
Day 19,0.024625063309137486,0.76
