Day,MSE_mu,Accuracy
Day 0,0.031144017759902203,0.72
Day 1,0.01795362658295433,0.9
Day 2,0.026642035532978576,0.84
Day 3,0.03548485050453349,0.6
Day 4,0.022419981605904474,0.76
Day 5,0.028766909697096832,0.78
Day 6,0.03710884541497249,0.66
Day 7,0.03203651157533447,0.74
Day 8,0.025349313255334124,0.8
Day 9,0.04249995454308091,0.68
Day 10,0.034032605801575785,0.72
Day 11,0.025746321914250955,0.7
Day 12,0.016471937951205263,0.82
Day 13,0.0291481094405824,0.64
Day 14,0.02829778340531633,0.74
Day 15,0.033425862176198036,0.68
Day 16,0.015611742709814165,0.9
Day 17,0.015168042391518395,0.8
Day 18,0.01771755048278381,0.82
Day 19,0.018570027648604385,0.72
