Day,MSE_mu,Accuracy
Day 0,0.019257186590392755,0.8
Day 1,0.018186229637715753,0.72
Day 2,0.01868531935922357,0.82
Day 3,0.03036832484590146,0.76
Day 4,0.019649806915950342,0.8
Day 5,0.023304069560612813,0.68
Day 6,0.014435625122275282,0.82
Day 7,0.017659900441952984,0.8
Day 8,0.023155476513805683,0.8
Day 9,0.016215178411159673,0.88
Day 10,0.030920422954434305,0.72
Day 11,0.02222432370862022,0.76
Day 12,0.028096837665850548,0.88
Day 13,0.025511377160547674,0.82
Day 14,0.025795672577688913,0.78
Day 15,0.015164580101609912,0.92
Day 16,0.019237000643239265,0.84
Day 17,0.031563233940649985,0.8
Day 18,0.026916430631383225,0.78
Day 19,0.022401675932111394,0.76
