Day,MSE_mu,Accuracy
Day 0,0.032774397618519295,0.66
Day 1,0.029374487300365206,0.74
Day 2,0.03542458278613731,0.7
Day 3,0.017948027838496364,0.82
Day 4,0.0272295064830599,0.8
Day 5,0.02399323255301973,0.7
Day 6,0.016211172787811746,0.86
Day 7,0.030132347288557657,0.66
Day 8,0.03946840692421588,0.66
Day 9,0.026189715539638836,0.74
Day 10,0.022167591024507983,0.76
Day 11,0.017435437023010994,0.8
Day 12,0.021629521956012237,0.76
Day 13,0.016933065914479704,0.86
Day 14,0.027795783697620945,0.76
Day 15,0.023460119225144772,0.68
Day 16,0.03862994573603159,0.72
Day 17,0.029781398284990934,0.7
Day 18,0.017553526070529877,0.76
Day 19,0.019733687808408753,0.9
