Day,MSE_mu,Accuracy
Day 0,0.03405358996646361,0.6
Day 1,0.029895788189805726,0.76
Day 2,0.01759296485720575,0.88
Day 3,0.029527546485566283,0.72
Day 4,0.033358100945315224,0.68
Day 5,0.020537042903806823,0.86
Day 6,0.027346694484569428,0.84
Day 7,0.014425880921164671,0.8
Day 8,0.0291155890063014,0.84
Day 9,0.030277290968560758,0.7
Day 10,0.04615313906122193,0.56
Day 11,0.02436045977693619,0.68
Day 12,0.016167951528658017,0.86
Day 13,0.01579231607509339,0.86
Day 14,0.024135793917225673,0.82
Day 15,0.023973370015198506,0.82
Day 16,0.022214762683824194,0.62
Day 17,0.013755512450901095,0.9
Day 18,0.02385470105776789,0.78
Day 19,0.013005237857513258,0.94
